65,126
68,59
68,111
68,114
68,121
69,40
69,99
69,109
69,133
70,2
70,46
70,56
71,22
71,38
72,95
72,123
74,4
74,12
74,15
74,18
74,34
74,41
74,49
74,57
74,60
74,61
74,62
74,65
74,86
74,93
74,103
74,107
74,126
75,4
75,34
75,106
77,12
77,49
77,54
77,81
78,9
78,100
78,101
78,111
78,118
79,45
79,53
79,73
80,14
81,10
81,12
81,25
81,27
81,49
81,54
81,60
81,77
81,107
82,100
83,23
83,56
83,63
83,87
83,91
83,92
83,104
84,16
84,27
84,47
84,49
84,89
84,102
85,19
85,106
86,5
86,10
86,15
86,16
86,18
86,34
86,38
86,48
86,62
86,74
86,89
86,97
86,103
86,120
87,23
87,54
87,61
87,83
87,91
87,123
87,127
88,53
88,89
88,108
88,117
89,0
89,1
89,7
89,21
89,24
89,31
89,32
89,46
89,49
89,56
89,70
89,84
89,88
89,97
89,108
89,113
89,117
89,122
90,6
90,115
91,52
91,83
91,87
91,96
91,127
92,63
92,83
92,104
93,4
93,16
93,22
93,26
93,29
93,32
93,36
93,37
93,38
93,55
93,57
93,65
93,74
93,95
93,103
93,107
93,126
93,132
94,26
94,41
94,49
94,62
94,124
95,36
95,72
95,93
95,116
95,123
95,132
96,59
96,83
96,91
97,0
97,5
97,7
97,10
97,21
97,31
97,46
97,62
97,108
97,110
97,113
97,117
98,22
98,40
98,130
99,19
99,69
99,85
99,106
99,109
101,13
101,78
101,118
101,123
102,49
102,54
102,84
102,90
103,4
103,5
103,22
103,26
103,32
103,49
103,56
103,65
103,70
103,74
103,86
103,93
103,110
103,120
103,123
105,8
105,11
105,52
105,104
105,119
106,25
106,27
106,72
106,75
106,84
106,85
106,121
106,124
107,5
107,12
107,15
107,25
107,29
107,34
107,36
107,59
107,61
107,93
107,95
107,104
107,110
107,116
107,117
107,120
107,126
107,132
108,0
108,1
108,5
108,7
108,10
108,21
108,24
108,31
108,41
108,46
108,61
108,70
108,88
108,89
108,97
108,110
108,113
108,117
108,120
108,122
108,126
109,19
109,24
109,30
109,40
109,67
109,69
109,99
109,106
110,0
110,5
110,7
110,10
110,31
110,56
110,60
110,97
110,103
110,107
110,108
110,113
110,127
111,68
111,78
112,1
112,32
112,38
112,40
112,49
112,56
112,60
112,119
113,0
113,1
113,5
113,7
113,10
113,24
113,31
113,32
113,46
113,48
113,62
113,86
113,89
113,97
113,107
113,108
113,110
113,117
113,120
113,122
114,25
114,40
114,59
114,68
114,111
114,121
114,126
115,33
115,58
115,85
115,119
116,22
116,29
116,36
116,95
116,127
116,131
116,132
117,0
117,5
117,7
117,10
117,18
117,21
117,31
117,38
117,46
117,89
117,97
117,104
117,107
117,108
117,113
117,122
119,36
119,58
119,69
119,94
119,115
120,0
120,5
120,7
120,15
120,18
120,26
120,31
120,46
120,62
120,86
120,103
120,107
120,108
120,113
120,117
121,15
121,48
121,59
121,68
121,114
122,0
122,5
122,7
122,10
122,21
122,24
122,31
122,46
122,89
122,97
122,108
122,113
122,117
124,27
124,33
124,46
124,106
126,12
126,16
126,26
126,57
126,60
126,74
126,93
126,107
126,108
126,114
126,122
127,0
127,5
127,14
127,15
127,16
127,18
127,29
127,31
127,32
127,38
127,40
127,52
127,61
127,62
127,63
127,74
127,78
127,86
127,87
127,89
127,91
127,93
127,107
127,110
127,116
127,125
127,132
129,19
129,37
129,55
129,85
129,93
129,111
130,22
130,98
130,107
131,26
132,15
132,25
132,29
132,36
132,48
132,93
132,95
132,107
132,116
